type,name,duration,interval
note,G5,0.25,M10
note,E4,0.25,m2
note,F5,0.25,m2
note,G3,0.25,m2
note,E5,0.25,A1
note,E4,0.25,m2
note,D5,0.25,m2
note,C4,0.25,m2
note,C5,0.25,P5
note,E4,0.25,P12
chord,D5.E5,1/3,M2
note,G3,0.25,m2
note,F4,0.25,M2
chord,D5.E5,1/3,A11
note,D4,0.25,m3
chord,D5.E5,1/3,m14
note,F4,0.25,m13
chord,D5.E5,1/3,m2
note,G3,0.25,m2
note,F4,0.25,M2
chord,D5.E5,1/3,m14
note,D4,0.25,M3
chord,D5.E5,1/3,P15
note,F4,0.25,m2
chord,D5.E5,1/3,M2
note,G3,0.25,M2
note,F4,0.25,m7
chord,D5.E5,1/3,P5
note,D4,0.25,P12
chord,D5.E5,1/3,M2
note,F4,0.25,m2
chord,D5.E5,1/3,m7
note,G3,0.25,A5
note,F4,0.25,P11
chord,D5.C5,1/3,P8
note,D4,0.25,m14
note,D5,0.25,m6
note,F4,0.25,P18
note,C5,1.0,m2
note,E4,0.75,m2
note,C4,0.75,m2
note,C5,0.75,m14
note,E5,0.5,M2
note,G5,0.5,M13
note,D5,0.75,M2
note,F5,0.5,m2
note,B4,0.75,m2
note,D5,0.5,P11
note,F5,0.5,m3
note,C5,0.75,M2
note,E5,0.5,M2
note,A4,0.75,m2
note,C5,0.5,M2
note,E5,0.5,P5
note,F4,0.75,m2
note,D5,0.5,M14
note,G4,0.75,m6
note,B4,0.5,d19
note,D5,0.5,m2
note,E4,0.75,M17
note,C5,0.5,A16
note,E5,0.25,d1
chord,C#4.C#3,0.75,P12
note,F5,0.25,m3
note,G5,0.25,m13
note,E5,0.25,m2
note,F5,0.25,M10
chord,D3.D4,0.75,P4
note,G5,0.25,m14
note,A5,0.25,m2
note,F5,0.25,M2
note,D5,0.25,m10
chord,B2.B3,0.75,A4
note,E5,0.25,M2
note,F5,0.25,M2
note,D5,0.25,m2
note,E5,0.25,m2
chord,C4.C3,0.75,m2
note,F5,0.25,M2
note,G5,0.25,M2
note,E5,0.25,M2
note,C5,0.25,M16
chord,A2.A3,0.75,M17
note,D5,0.25,M16
note,E5,0.25,M2
note,C5,0.25,M3
note,D5,0.25,P4
chord,F3.F2,0.75,m2
note,E5,0.25,m2
note,F5,0.25,m3
note,D5,0.25,P4
note,B4,0.25,m10
chord,G2.G3,0.75,M3
note,C5,0.25,A11
note,D5,0.25,m2
note,B4,0.25,m3
chord,C4.E4.G4,0.25,M3
note,C5,1.25,M6
chord,C3.C2,1.25,M2
note,G4,1.75,M2
note,G2,1.75,M3
note,E5,1.5,A4
note,E3,1.5,M2
note,F5,0.25,M2
note,F3,0.25,M3
note,D5,0.25,P4
note,D3,0.25,P11
note,C5,0.75,m3
note,C3,0.75,P12
note,D5,0.25,m2
chord,G2.G3,0.75,P4
note,F5,0.25,m3
note,G5,0.25,m10
note,B5,0.25,m2
note,C5,0.25,m2
chord,C4.C3,0.75,m3
note,E5,0.25,m2
note,G5,0.25,m2
note,C6,0.25,m2
note,D5,0.25,m3
chord,G2.G3,0.75,M2
note,F5,0.25,M6
note,G5,0.25,P5
note,B5,0.25,m6
note,C5,0.25,m7
chord,C4.C3,0.75,M6
note,E5,0.25,P4
note,G5,0.25,m6
note,C6,0.25,m7
note,D5,0.25,M6
chord,G2.G3,0.75,P5
note,F5,0.25,m6
note,G5,0.25,m7
note,B5,0.25,M6
note,C6,0.75,A4
note,E5,0.75,M6
chord,C3.C4,0.75,m7
chord,E4.G4,0.75,m6
chord,C2.C3,0.75,m7
note,C5,0.75,M2
chord,E4.G4,0.75,M6
chord,C2.C3,0.75,P4
note,C5,0.75,P4
note,A4,0.75,M2
note,F4,0.25,M6
note,B-4,0.75,M3
note,G4,0.25,m3
note,C5,1.5,P4
note,A3,1.5,m3
note,F3,2.75,M6
note,A4,0.5,m10
note,C4,0.5,d5
note,F4,0.75,m2
note,A3,0.75,M3
note,D5,0.75,M3
note,B-4,0.25,m2
note,E5,0.75,A1
note,C5,0.25,m2
note,F5,1.5,A1
note,C4,1.5,m2
note,A3,2.75,M6
note,C5,0.5,m6
note,F4,0.5,M6
note,A4,0.75,P12
note,C4,0.75,M2
note,F5,0.75,m2
note,C5,0.25,M6
note,G5,0.75,M13
note,E5,0.25,m3
note,A5,0.75,m2
note,G5,0.25,d1
note,F5,0.75,m2
note,E5,0.25,d1
note,F5,0.75,m2
note,C5,0.25,M2
note,D5,0.75,m7
note,A3,0.75,P5
note,F3,0.75,M10
note,A4,0.25,m6
note,C5,1.0,M6
note,D4,1.0,m7
note,G3,1.0,m6
chord,B-4.C5,0.25,m3
note,E4,1.0,m10
note,C3,1.0,P11
chord,B-4.C5,0.25,M10
chord,B-4.C5.B-4,0.25,P11
chord,A4.B-4,0.25,m2
note,A4,0.75,M2
note,F4,0.75,M2
note,F3,0.75,m2
note,A4,0.25,m2
note,B-4,0.25,M9
note,B4,0.25,m10
note,C5,0.25,M2
note,F4,1.5,m10
note,A3,2.0,P11
note,C3,2.75,M2
note,G4,0.25,m2
note,F4,0.25,m2
note,E4,0.75,M2
note,G3,0.75,M2
note,B-3,1.0,M9
note,E5,0.5,M10
note,G5,0.5,M6
note,A3,0.75,P4
note,F5,0.5,M6
note,E5,0.5,P4
note,A3,0.75,A4
note,F3,0.75,m7
note,D5,0.5,P12
note,C5,1.5,M2
note,D4,2.75,M2
note,G3,2.75,P1
note,D5,0.25,m3
note,C5,0.25,A4
note,B4,0.75,P4
note,C#4,0.75,P8
note,F3,0.75,m6
note,B-4,0.5,m6
note,B-5,0.5,P8
note,C4,2.0,M7
note,E3,1.0,P8
note,G5,0.5,m7
note,F5,0.5,P8
note,B-3,1.0,M16
note,E5,0.5,M10
note,F5,0.25,P8
note,C4,2.0,P19
note,A3,2.0,P4
note,G5,0.25,M3
note,F5,0.25,m3
note,G5,0.25,m10
note,A5,0.25,M3
note,B-5,0.25,M3
note,A5,0.25,M3
note,B-5,0.25,m2
note,C6,0.75,m10
note,A2,1.0,M3
note,C5,0.5,M13
note,F4,0.5,M6
note,E5,0.5,P5
note,F4,0.75,m3
note,B-2,1.0,M6
note,D5,0.5,A4
note,C5,0.5,m3
note,F4,0.75,m3
note,D3,1.0,m3
note,B-4,0.5,M6
note,A4,1.5,A4
note,F4,2.0,m3
note,C3,3.0,P8
note,B-4,0.25,m3
note,A4,0.25,P8
note,G4,1.75,m3
note,E4,1.75,M13
note,B-2,1.0,m3
note,A2,1.0,m17
note,G2,1.0,M3
note,A4,0.75,M17
note,F2,1.0,d5
note,F4,0.25,d19
note,B-4,0.75,M3
note,G4,0.25,P19
note,C5,1.5,m3
note,A3,1.5,P15
note,F3,2.75,M3
note,A4,0.5,P15
note,C4,0.5,m2
note,F4,0.75,P12
note,A3,0.75,M3
note,D5,0.75,P15
note,B-4,0.25,M2
note,E5,0.75,m14
note,C5,0.25,M3
note,F5,1.5,m14
note,C4,1.5,M2
note,A3,2.75,m10
note,C5,0.5,P8
note,F4,0.5,M17
note,A4,0.75,M10
note,C4,0.75,P8
note,C6,0.75,P8
note,A5,0.25,P8
note,B-5,0.75,P15
note,G5,0.25,P22
note,A5,0.75,M24
note,C5,0.75,m3
note,F5,0.25,P19
note,A4,0.25,P22
note,G5,0.75,P1
note,B-4,0.75,P8
note,E5,0.25,P19
note,G4,0.25,M20
note,F5,0.75,P1
note,A4,0.75,M13
note,C5,0.25,m2
note,D5,0.75,m2
note,F#4,1.0,P19
note,A4,0.25,M6
note,C5,1.0,d14
note,G4,1.0,d19
chord,B-4.C5,0.25,P8
note,E4,1.0,P11
chord,B-4.C5,0.25,M13
chord,B-4.C5.B-4,0.25,m3
chord,A4.B-4,0.25,P22
note,A4,0.75,P25
note,F4,0.75,P1
note,A4,0.25,P8
note,B-4,0.25,m17
note,B4,0.25,m20
note,C5,0.25,P1
note,F4,1.5,m13
note,A3,2.0,m2
note,C3,2.75,m2
note,G4,0.25,m17
note,F4,0.25,d5
note,E4,0.75,M20
note,G3,0.75,m24
note,E5,0.5,P8
note,G5,0.5,m20
note,F5,0.5,P22
note,E5,0.5,m3
note,D5,0.5,m17
note,C5,0.5,d19
note,D4,1.0,d3
note,G3,1.0,A12
note,B4,0.5,P5
note,B-4,0.75,M17
note,C4,0.75,M3
note,E3,0.75,m10
note,G4,0.5,P8
note,E2,0.5,M2
note,A4,0.5,m6
note,C4,1.5,M6
note,F2,1.5,M13
chord,B-4.A4,0.25,P4
note,G4,0.25,A4
note,A4,0.5,m7
note,B-4,0.5,P12
note,G2,0.5,M2
note,C5,0.5,P1
note,F4,1.5,m6
note,A2,1.5,M3
chord,D5.C5,0.25,P8
note,B4,0.25,P8
note,C5,0.5,M2
note,D5,0.5,m2
note,B-2,0.5,M10
note,F4,0.75,A11
note,A3,0.75,P12
note,C3,0.75,M2
note,A4,0.5,d12
note,B-3,2.0,M3
note,C2,2.0,m13
note,G4,0.5,P8
note,F4,0.5,m2
note,G4,0.5,P12
note,G4,2.0,M2
note,B-3,2.0,m2
note,F2,2.75,P15
note,F4,0.75,P12
note,A3,0.75,M13
note,C4,1.0,P12
note,C3,1.0,M2
note,A3,0.75,d12
note,A2,1.0,M3
note,C4,0.75,M13
note,C3,0.75,P8
note,F4,0.25,M2
note,A4,0.5,P12
note,F2,1.0,M2
note,F4,0.25,m2
note,G4,0.25,P15
note,B-4,0.75,P12
note,G4,0.25,m13
note,A4,0.25,d12
note,C5,1.25,m2
note,A3,1.5,P12
note,F3,2.75,m2
note,A4,0.5,m2
note,C4,0.5,m10
note,F4,0.75,m13
note,A3,0.75,m6
note,B-4,0.25,M10
note,D5,0.75,m14
note,B-4,0.25,m2
note,C5,0.25,M3
note,E5,0.75,m10
note,C5,0.25,m14
note,C5,0.25,m3
note,F5,1.5,M14
note,C4,1.25,P15
note,A3,2.75,m3
note,C5,0.5,M2
note,F4,0.5,M3
note,A4,0.75,P11
note,C4,0.75,P8
note,C5,0.25,P5
note,F5,0.75,m3
note,C5,0.25,M10
note,E5,0.25,m7
note,G5,0.5,P8
note,E5,0.25,M7
note,F5,0.25,P8
note,A5,0.75,m7
note,G5,0.25,P8
note,G5,0.25,M16
note,F5,0.5,P4
note,E5,0.25,m3
note,E5,0.25,P4
note,D5,0.75,m10
note,C5,0.25,M3
note,C5,0.25,M2
note,B-4,0.75,M6
note,C4,0.75,M3
note,F3,0.75,A4
note,A4,0.25,M3
note,C5,0.5,P4
note,C4,2.75,P11
note,G3,1.0,m3
note,B4,0.5,m6
note,C5,0.5,P4
note,E3,1.0,M6
note,B-4,0.5,M3
note,A4,0.75,P5
note,F3,0.75,d4
note,A4,0.25,m2
note,B-4,0.25,P4
note,A4,0.25,m2
note,B-4,0.25,P4
note,B4,0.25,M2
note,C5,0.25,P11
note,B4,0.25,M3
note,C5,0.25,M10
note,F4,1.5,m3
chord,A3.F3,2.0,P12
note,C3,2.75,m3
note,G4,0.25,M13
note,F4,0.25,m2
note,E4,0.75,P11
chord,B-3.G3,0.75,m3
note,C4,1.75,d12
note,B-3,1.0,m2
note,E5,0.5,M6
note,G5,0.25,P5
note,A3,0.75,M17
note,F5,0.25,P8
note,E5,0.25,m9
note,F5,0.25,P8
note,G5,0.25,A8
note,A3,0.75,P8
note,F3,0.75,m9
note,F5,0.25,P8
note,E5,0.25,P4
note,D5,0.25,P8
note,C5,1.5,m6
note,D4,2.75,M6
note,G3,2.75,P19
note,D5,0.25,M2
note,C5,0.25,m2
note,B4,0.75,P8
note,C#4,0.75,M6
note,F3,0.75,M13
note,B-4,0.5,P8
note,B-5,0.25,m10
note,C4,0.75,P8
note,E3,0.75,m7
note,A5,0.25,P8
note,B-5,0.25,M7
note,A5,0.25,P8
note,B-5,0.25,m7
note,C4,1.0,P8
note,B-3,0.75,m7
note,G5,0.25,P8
note,F5,0.25,P5
note,E5,0.25,m3
note,F5,0.25,M13
note,C4,0.75,P8
note,A3,0.75,d8
chord,G5.F5.E5,0.25,P8
note,F5,0.25,m3
note,G5,0.25,m3
note,A5,0.25,m17
chord,B-5.A5.G5,0.25,P4
note,A5,0.25,m24
note,B-5,0.25,M3
note,C6,0.5,M24
note,F5,0.5,m2
note,E5,0.5,m21
note,F3,1.75,P4
note,A2,0.75,P22
note,E-5,0.5,M2
note,D5,0.5,M20
note,B-2,0.75,m3
note,C#5,0.5,m17
note,C5,0.5,M2
note,F3,0.75,M13
note,D3,0.75,P5
note,B-4,0.5,P12
note,A4,1.5,P1
note,F3,2.0,m6
note,C3,2.75,M6
note,B-4,0.25,M13
note,A4,0.25,P4
note,G4,0.75,A4
note,E3,0.75,m7
note,B-2,1/3,P12
note,C3,1/3,M2
note,B-2,1/3,M2
note,A2,1/3,P1
note,B-2,1/3,m3
note,A2,1/3,A4
note,G2,1/3,P4
note,A2,1/3,P8
note,G2,1/3,m6
note,A4,0.25,M10
note,F2,0.75,P8
note,G4,0.25,m9
note,A4,0.25,P8
note,F4,0.25,M9
note,B-4,0.25,P8
note,A4,0.25,M9
note,B-4,0.25,M2
note,G4,0.25,m2
note,C5,1.25,m2
note,A3,2.75,M2
note,F3,2.75,M2
note,B4,0.25,M2
note,C5,0.25,m2
note,A4,0.25,M2
note,F4,0.75,M2
note,D5,0.25,m2
note,C5,0.25,m2
note,D5,0.25,m6
note,B-4,0.25,M3
note,E5,0.25,M9
note,D5,0.25,M2
note,E5,0.25,m2
note,C5,0.25,M2
note,F5,1.25,m10
note,C4,2.75,M3
note,A3,2.75,M13
note,E5,0.25,M2
note,F5,0.25,m2
note,C5,0.25,m2
note,A4,0.75,m10
note,C6,0.25,M3
note,B5,0.25,M13
note,C6,0.25,M2
note,A5,0.25,M2
note,B-5,0.25,M6
note,A5,0.25,P5
note,B-5,0.25,m3
note,G5,0.25,P8
note,A5,0.25,M2
note,C5,0.25,m2
note,G5,0.25,A4
note,B4,0.25,m3
note,A5,0.25,m3
note,C5,0.25,m3
note,F5,0.25,m3
note,A4,0.25,m3
note,G5,0.25,M6
note,B-4,0.25,m3
note,F5,0.25,M6
note,A4,0.25,m3
note,G5,0.25,m10
note,B-4,0.25,A4
note,E5,0.25,A4
note,G4,0.25,M6
note,F5,0.25,m17
note,A4,1.5,M3
note,G5,0.25,M17
note,A5,0.25,d5
note,C5,0.25,d19
note,F5,0.25,M3
note,C5,0.25,M20
note,D5,0.25,M2
note,F4,0.5,M2
note,A4,0.25,M2
note,C5,0.75,m17
note,G4,1.0,M3
note,B-4,0.25,P18
note,G5,0.75,m2
note,E4,1.0,m2
note,B-4,0.25,m2
note,A4,0.75,P15
note,F4,0.75,M3
note,A4,1/3,P18
note,B-4,1/3,M2
note,B4,1/3,M2
note,C5,1/3,m2
note,C#5,1/3,P15
note,D5,1/3,M3
note,F4,1.5,M16
note,A3,2.0,M2
note,C3,2.75,M2
note,G4,0.25,M2
note,F4,0.25,m3
note,E4,0.75,M3
note,G3,0.75,m2
note,E5,0.5,P11
note,G5,1/3,P8
note,F#5,1/3,M17
note,F5,1/3,P1
note,E5,1/3,M10
note,E-5,1/3,P8
note,D5,1/3,P8
note,C5,1/3,P8
note,D4,0.75,P15
note,G3,0.75,P1
note,B4,1/3,m20
note,G5,1/3,m21
note,B-4,0.75,M2
note,C4,0.75,m2
note,E3,0.75,M2
note,G3,0.5,m17
note,E2,0.5,P18
note,A3,0.25,M2
note,F2,1.5,m2
note,B-3,0.25,P1
note,A3,0.25,P8
note,G3,0.25,P19
note,A3,0.25,M20
note,B-3,0.25,P1
note,A3,0.25,P19
note,G2,0.5,M6
note,B-3,0.25,d14
note,C4,0.25,d19
note,A2,1.5,P8
note,D4,0.25,P11
note,C4,0.25,P12
note,B3,0.25,M2
note,C4,0.25,m2
note,D4,0.25,M2
note,C4,0.25,P22
note,B-2,0.5,M23
note,D4,0.25,M2
note,F3,0.75,m2
note,C3,0.75,P1
note,A3,0.5,m24
note,E3,1.75,m20
note,B-2,1.75,P1
note,C2,1.75,m17
note,G3,0.5,d5
note,F3,0.5,M20
note,G3,0.5,m24
note,G3,2.0,m27
note,E3,2.0,m21
note,B-2,2.0,M2
note,F2,2.75,m2
note,F3,0.75,M2
note,A2,0.75,m17
note,F3,0.75,P18
note,F2,0.75,M2
note,E3,0.75,m2
note,E2,0.75,d4
note,D3,0.75,A12
note,D2,0.75,P5
note,E4,0.5,M17
note,C3,1.5,M2
note,C2,1.5,M2
note,G4,0.5,M2
note,C5,0.5,d12
note,E5,0.5,A5
note,G5,2.5,P15
note,E4,0.75,m2
note,C4,0.75,M9
note,E4,0.75,P8
note,C4,0.75,M2
chord,A5.G5,0.25,m6
note,F#5,0.25,M6
note,G5,0.5,M6
note,E4,0.75,M6
note,C4,0.75,M13
note,A5,0.5,P4
note,C5,2.0,A4
note,F4,0.75,m7
note,D4,0.75,P12
note,B4,0.75,M6
note,F4,0.75,m7
note,D4,0.75,P11
note,F4,0.75,P1
note,D4,0.75,m6
note,B4,0.5,M3
note,F4,0.75,P8
note,D4,0.75,P8
note,D5,0.5,M2
note,F5,0.5,M2
note,F4,0.75,M2
note,D4,0.75,M2
note,B5,0.5,M2
note,D6,1.5,m2
note,B3,0.75,m2
note,G3,0.75,m2
note,B5,0.5,M10
note,F6,0.5,A11
note,B3,0.75,M2
note,G3,0.75,M2
note,D6,0.5,P12
note,B5,0.5,M2
note,B3,0.75,d12
note,G3,0.75,m2
note,G5,0.5,m2
note,F#5,0.5,M3
note,B3,0.75,M2
note,G3,0.75,M2
note,G5,0.5,m13
note,A5,0.5,P8
note,B3,0.75,M2
note,G3,0.75,M2
note,F5,0.5,m2
note,E-5,2.0,m2
note,C4,0.75,A11
note,C3,0.75,P12
note,E5,0.75,M13
note,C4,0.75,m2
note,C3,0.75,P15
note,C4,0.75,M2
note,C3,0.75,P15
note,C5,0.5,M16
note,C2,0.75,m17
note,E5,0.5,P18
note,G5,0.5,M2
note,C3,0.75,P12
note,C6,0.5,M13
note,C6,0.5,P12
note,C5,4.0,M2
note,F2,0.75,d12
note,D5,0.5,m2
note,D5,1.5,m2
note,F3,0.75,M3
note,E3,0.25,M2
note,F3,0.75,M2
note,C6,0.5,M13
note,E-5,0.5,P8
note,F#3,0.75,m2
note,C6,0.5,m2
note,C5,2.0,M2
note,G3,0.75,M2
note,E5,0.5,P11
note,G5,0.5,P12
note,G2,0.75,M13
note,C6,0.5,m2
note,C6,0.5,P15
note,C5,4.0,M2
note,A2,0.75,P15
note,F5,0.5,M16
note,F5,1.5,M17
note,A3,0.75,P18
note,G#3,0.25,m2
note,A3,0.75,P12
note,C6,0.5,m13
note,F#5,0.5,d12
note,A2,0.75,m2
note,C6,0.5,P12
note,C5,2.0,m2
note,E2,0.75,m2
note,E5,0.5,m10
note,G5,0.5,m14
note,E3,0.75,M16
note,B-5,0.5,P15
note,G#5,0.5,M2
note,C4,1.0,m3
note,F3,2.0,P11
note,A5,0.5,P12
note,F5,0.5,M3
note,D4,1.0,P5
note,D5,0.5,m3
note,C5,1.75,M14
note,E4,1.75,P15
note,G3,1.75,m3
note,E5,0.5,M2
note,B4,1.75,M3
note,F4,1.75,P11
note,G3,1.75,P12
note,D5,1.0,P5
note,C5,0.5,M6
note,C5,6.0,m2
note,E4,0.75,m2
note,C4,0.75,M2
note,C3,1.0,m3
note,C4,1.0,M10
note,B-3,1.0,M6
note,A3,1.0,m2
note,C#5,1.0,P8
note,G3,0.75,A6
note,D5,3.5,m2
note,C5,2.0,P8
note,F#3,1.0,M6
note,D3,0.75,m2
note,B-4,4.0,P8
note,B-3,1.0,m17
note,A3,1.0,P18
note,E5,0.25,M17
note,F#5,0.25,m2
note,G5,1.0,m2
note,G3,1.0,m3
note,D5,0.75,M2
note,F3,0.75,m2
note,C5,3.5,m2
note,B-4,2.0,M2
note,E3,1.0,m10
note,C3,0.75,M3
note,A4,4.0,M10
note,A3,1.0,M6
note,G3,1.0,P8
note,D5,0.25,m10
note,E5,0.25,P8
note,F5,1.0,M6
note,F3,1.0,P4
note,C5,0.75,m6
note,E3,0.75,P12
note,B-4,3.0,M2
note,A4,1.0,m2
note,D3,1.75,m2
chord,G4.A4,0.25,m3
note,G4,0.25,m2
note,F#4,0.5,M2
note,G4,1.0,M2
note,E3,1.0,m2
note,C5,0.5,P11
note,E4,1.0,m3
note,C3,0.75,m10
note,B-4,0.5,P5
note,A4,1.0,P8
note,F4,1.0,P11
note,D3,1.0,P8
note,C5,0.25,P5
note,A4,0.25,M3
note,B-2,0.75,M6
note,B-4,0.75,P12
note,G4,0.75,M2
note,A4,2.0,m2
note,F4,2.0,m2
note,C3,0.75,M3
note,C4,1.5,M2
note,G4,0.75,m2
note,E4,0.75,m2
note,C3,0.5,M2
note,B-3,0.5,M13
note,B-2,0.5,P5
note,A3,0.5,P18
note,A2,0.5,M2
note,G3,0.5,M2
note,G2,0.5,m2
note,A4,0.25,M2
chord,F2.F3,0.75,M2
note,F4,0.5,m2
note,B-4,0.25,m2
note,G4,0.75,m13
note,C5,1.5,m14
note,A3,2.75,M2
note,F3,2.75,P4
chord,B-4.A4,0.25,m2
note,G4,0.25,m10
note,F4,0.75,m7
note,D5,0.25,M2
note,B-4,0.75,P4
note,E5,0.25,m3
note,C5,0.5,m7
note,F5,1.5,P5
note,C4,2.75,M10
note,A3,2.75,M2
chord,E5.D5,0.25,M2
chord,C5.B-4,0.25,m2
note,A4,0.75,m6
note,F5,0.25,M3
note,C5,0.75,m7
note,A5,0.25,m2
note,F5,0.75,m2
note,C6,0.25,m2
note,G#5,0.75,M3
note,A5,0.25,P8
note,E5,0.75,m3
note,F5,0.25,m3
note,C5,0.75,m3
note,D5,0.25,m3
note,A3,0.75,m3
note,F3,0.75,m3
note,A4,0.75,M9
note,C5,0.25,M2
note,F3,1.0,P12
note,D3,1.0,M2
note,B4,0.75,M2
note,C5,0.25,M2
note,G3,1.0,M2
note,E3,1.0,M2
note,B-4,0.75,M2
note,A4,0.75,M2
note,C4,0.75,m3
note,F3,0.75,P4
note,A5,0.5,P5
note,A4,0.5,m6
note,B-5,0.5,M6
note,B-4,0.5,M6
note,B5,0.5,P8
note,B4,0.5,m6
note,C6,0.5,P8
note,C5,0.5,P18
note,F5,1.5,M6
note,F4,2.0,d7
note,A3,2.0,M6
note,C3,2.75,m16
note,G5,0.25,P5
note,F5,0.25,m6
note,E5,0.75,M6
note,E4,0.75,P11
note,G3,0.75,P4
note,E5,0.5,m3
note,E4,0.5,M6
note,G5,0.5,M13
note,G4,0.5,P4
note,F5,0.5,A4
note,F4,0.5,m7
note,E5,0.5,P12
note,E4,0.5,M2
note,D5,0.5,m3
note,D4,0.5,M3
note,C5,0.5,m7
note,C4,0.5,P12
note,F3,1.0,m3
note,D3,1.0,m3
note,B4,0.5,m3
note,B3,0.5,A4
note,B-4,0.75,P4
note,B-3,0.75,A9
note,G3,0.75,m2
note,E3,0.75,M3
note,G5,0.5,m6
note,C6,0.75,P8
note,A2,0.75,P8
note,F2,0.75,M7
note,A5,0.25,P8
note,B-5,0.75,d8
note,C3,1.0,P8
note,G2,0.75,M7
note,G5,0.25,P8
note,A5,0.75,P12
note,C3,0.75,m6
note,A2,0.75,M6
note,C5,0.25,P18
note,D5,0.75,M2
note,F3,0.75,M13
note,B-2,0.75,P12
note,F4,0.25,m13
note,F4,0.75,P12
note,A3,0.75,M13
note,C3,0.75,M13
note,A4,0.5,P8
note,E4,1.75,M7
note,B-3,1.75,P8
note,C3,1.75,m9
note,G4,0.5,P8
note,F4,0.5,M7
note,G4,0.5,P8
note,G4,2.0,m10
note,E4,2.0,P8
note,B-3,2.0,M9
note,F3,2.75,m9
note,F4,0.75,A8
note,A3,0.75,m3
note,F2,0.25,M13
note,F3,0.75,d5
note,E2,0.25,m20
note,E3,0.75,m17
note,D2,0.25,M3
note,D3,0.5,M17
note,E4,0.25,M3
chord,C2.C3,1.75,P4
note,G4,0.25,P15
note,F4,0.25,m3
note,E4,0.25,P15
note,F4,0.25,m3
note,G4,0.25,m2
note,A4,0.25,P11
note,B4,0.25,m3
note,C5,0.25,m10
note,D5,0.25,m3
note,C5,0.25,P4
note,B4,0.25,P12
note,C5,0.25,M6
note,E4,0.75,P15
note,C4,0.75,m3
note,D5,0.25,M2
note,E5,0.25,m6
note,F5,0.25,M6
note,G5,0.25,M13
note,E4,0.75,P4
note,C4,0.75,A4
note,A5,0.25,m7
note,G5,0.25,P12
note,F#5,0.25,M2
note,G5,0.25,M2
note,E4,0.75,M2
note,C4,0.75,m6
note,A5,0.25,M3
note,G5,0.25,P12
note,A5,0.25,m2
note,C5,1.5,d1
note,F4,0.75,m2
note,D4,0.75,m2
note,D5,0.25,d1
note,C5,0.25,M2
note,B4,0.75,M3
note,F4,0.75,M7
note,D4,0.75,m7
note,F4,0.75,P12
note,D4,0.75,M2
note,F4,0.75,M2
note,D4,0.75,M2
note,B4,0.5,m6
note,D5,0.5,M3
note,F4,0.75,P12
note,D4,0.75,m2
note,F5,0.5,d1
note,B5,0.75,m2
note,F5,0.25,m2
note,D6,0.75,d1
note,B3,0.75,M2
note,G3,0.75,M3
note,B5,0.25,P4
note,F6,0.25,A4
note,B3,0.75,m7
note,G3,0.75,P12
note,E6,0.25,M2
note,D6,0.25,M2
note,E6,0.25,M2
note,D6,0.25,m6
note,B3,0.75,M3
note,G3,0.75,P5
note,C6,0.25,m3
note,B5,0.25,P8
note,C6,0.25,P8
